,id,name,description,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
482,730157,Bonito atico en el centro de Málaga,"Atico luminoso, amplio, de dos dormitorios, capacidad para 4 personas. Totalmente equipado y completamente reformado,  con acceso directo a la azotea y Con parking disponible muy cerca del piso.<br />A 5 minutos andando de la emblemática plaza de la merced, rodeado de tiendas, bares,  restaurantes y museos.<br /><br /><b>The space</b><br />Atico luminoso,  salón amplio con comedor, sofá de tres plazas,TV y DVD, preparado para Internet,  terraza solarium, area chill out  con sofa-cama. Dos dormitorios, uno doble, uno individual, todos los ventanales  al exterior. Totalmente  reformado y equipado, cocina con lavadora, nevera, horno... y con aire acondicionado inverter f/c. Aceso directo a la azotea <br />A 5 minutos andando de la plaza de la merced. Rodeado de tiendas, bares, restaurantes y museos, a  5 minutos andando a la Universidad del Ejido y a 15 minutos andando a la playa y el pescaito.<br /><br /><b>Guest access</b><br />El ático está disponible para los clientes en su totalidad,","El barrio es perfecto pues se encuentra a 5 minutos del centro histórico, pero se mantiene el espíritu de barrio, con buenos precios alrededor y además es una zona tranquila para el descanso.",3764491,,,33%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$63.00,2,194,21,4.67,4.76,4.67,4.81,4.86,4.81,4.62,f
483,4805389,Quiet rooftop apartment city centre,"The penthouses’ superb location in being beside Calle Larios, this flat is newly furnished and decorated in a classic style with all the modern appliances. The spacious terrace has a barbeque.<br /><br /><b>The space</b><br />Calle Carreteria can only be described as one of Malaga’s hidden jewels! An impressive penthouse is situated in the historic centre of Málaga city, it’s both modern and light-filled and benefits from a very spacious terrace. Be it for business or pleasure, this impressive penthouse is centrally located and within walking distance to some of Malaga’s best amenities. From the vast array of museums (Picasso, Thyssen, CAC), to the golden sandy beaches of “La Malagueta”, Malaga has something for everyone. Or be it, taking a coffee opposite the UNESCO protected Anfiteatro and its neighbouring La Alcazaba, or sampling a tapa in Plaza de Obispo in the shadow of the towering Catedral “La Manquita”. Malaga has it all!<br /><br /><b>Guest access</b><br />The penthouse has be","The penthouses’ superb location in being beside Calle Larios, this flat is newly furnished and decorated in a classic style with all the modern appliances you could ever want. With large double glazed windows and air conditioning you will be able to relax in comfort.  <br /><br />Due to its central location, you can take a stroll down to some of the best shopping available in Malaga. As one of the most exclusive retail areas in all of Spain, you are situated right in the heart of a mecca of high end establishments that criss-cross Calle Larios and Calle Nueva.  Leading brands such as Zara, Massimo Dutti, Benetton, Mango and many more internationally renowned brands dot these exquisitely stylish streets. Whilst on your shopping expedition, take a moment to visit the revamped municipal market (Atarazanas) for some of Andalucia’s freshest fruit and vegetable stalls. And whilst there, sample the daily fish caught that’s on offer in one of the tapas bars.",24754974,within an hour,100%,100%,t,t,f,Entire condo,Entire home/apt,4,2.0,3.0,$135.00,2,1125,37,4.81,4.78,5.0,5.0,4.95,4.78,4.68,f
484,4814700,Apart. 1 Bdr.  Marqués de Guadiaro,"These bright, modern apartments come with free Wi-Fi, a double or twin room, and a lounge with a double sofa bed and a flat-screen TV. Their kitchenettes are equipped with a microwave, fridge and washing machine. Bed linen and towels are provided.<br /><br /><b>The space</b><br />The Marqués de Guadiaro Apartments  has an ideal location to explore the architecture, monuments and museums of Málaga.<br />They have a modern and funtional desing, with double glaze windows (climalit), fully equipped with washer machine, coffee pot, toaster, full house hold, hair dryer, etc ...<br />Bed linen and towels are included. Living room with doubles sofabed, TV flat sceen and free wi-fi.<br /><br /><b>Guest access</b><br />Covid-19 protocol.<br />Health and safety measures<br /><br />Prior to arrival, the apartment will have been treated with an ozone machine to remove bacteria and viruses. In public areas there are hydroalcoholic gel dispensers, disinfecting and drying mats. Cleaning of apartments ","El Apartamento Marqués de Guadiaro is located in the heart of Málaga city, 150 meters from the Plaza de la Merced and 200 meters from the Picasso Museum.<br />At 100 meters from the apartment you can find a supermarket and many bars and restaurants. In addition, the studio is 350 meters from Constitution Square and the Málaga Cathedral.<br />Larios Street, Malaga’s main shopping street, is a 5-minute walk from the Marqués de Guadiaro . There are also Arab Baths, 50 metres away.<br />The studio is at 15 minutes walk from the La Malagueta beach, 15 minutes drive from Malaga airport and 30 meters from a car park.",23613433,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,2,1.0,2.0,$90.00,2,1124,50,4.28,4.46,4.54,4.42,4.54,4.84,4.3,t
485,2506093,Idyllic couple rooftop gateway + private terrace,"Really central and in a quiet street, with a breathtaking huge terrace, and all of this within 15 minuts walk to the beach or the train to the airport, the perfect couple gateway !<br />The loft is well decorated with nice funiture for idyllic stay. The terrace is at the same level than the flat,quite unique in town,  outside kitchen, table and chairs, lounge chairs,  and has some plants (to be watered please). <br />Bedroom with extra large bed 160x200cm.<br /> 4th floor without a lift not suitable to anyone.<br /><br /><b>The space</b><br />This penthouse loft is very confortable for 2 persons, for romantic gateway. Ideally located at a few step from the hypercenter of town, 15 min to the beach or train station getting you to the airport. The open view from the terrace is just amazing.<br />The huge terrace is a roof terrace but at the level of the living space which is quite unique in the center of Malaga.<br />Despite to be in a separate room the bedroom doesn't have a door, for a ","We are located at a walking distance of all, near public transport but it is nevertheless very quiet and pleasant; only one neighbor by  ! An open view and a lot of sun and light come via our huge private terrace;<br />Bakery, organic shops and tapas bar are in the same street; <br />Beach la malagueta is only 15-20 min walk<br />with the renfe and pass for forreigners you can visit Seveilla, Grenada, Cordoba from Malaga and even Madrid !<br />A parking lot where you can park you car is to be booked next door",12828040,within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,2,1.0,1.0,$72.00,7,60,214,4.81,4.91,4.91,4.86,4.93,4.86,4.76,f
486,2534049,Dúplex con Terraza Sancha  Apartment  by Bossh,"Apartamento situado en la mejor zona de Málaga a dos pasos de la playa y a 15 Minutos del centro histórico, muy cerca del mar, casa con mucho encanto, a dos minutos  pie tiene parada de autobús para desplazarse al centro de la ciudad.<br /> Estancia mínima, dos noches.<br />Cerca del apartamento hay parada de autobuses 3, 11 32, 33 ,34 y 35, este último para  subir al castillo de Gibralfaro y poder disfrutar de unas vistas panorámicas de Málaga y una vez allí bajar andando hacia la Alcazaba.<br /><br /><b>The space</b><br />La situación, es ideal para descansar y pasar unos  días muy agradables al lado de la playa. Así como de disfrutar del centro histórico de Málaga y su oferta cultural.<br /><br /><b>Guest access</b><br />La puerta principal es común a la casa y se accede al apartamento por una escalera o ascensor.<br /><br /><b>Other things to note</b><br />Actualmente el apartamento está siendo totalmente renovado, a finales del mes de febrero esperamos poder mostrar las nuevas fot","Vecindario muy tranquilo, rodeado de zonas verdes. Las casas son independientes, y ofrecen una agradable sombra.",13172203,within an hour,100%,97%,f,t,t,Entire rental unit,Entire home/apt,2,,2.0,$88.00,3,1125,201,4.52,4.62,4.71,4.64,4.7,4.81,4.56,t
487,730403,ESPACIO CON BUENA ONDA,"Habitación muy luminosa y con vistas al mar y a la montaña.<br />En una casa grande, ésta habitación es para 1 huesped. <br />Tiene un baño sólo para los visitantes que se comparte con el otro huesped (si lo hubiera).<br />¡Te encantará ver Málaga desde aquí!<br /><br /><b>The space</b><br />Piso con muchisima luz, todas las vistas hacia el mar y la montaña. 400 mts de la playa. Medios de transporte: hacia el centro, hacia Fuengirola, hacia Teatinos (proximamente Metro) todos a 200 mts. Andando al centro 15 mts. por el paseo maritimo. Barrio con tiendas, supermercados, restaurantes y pubs. Parque del Oeste ""Gran Pulmon de la Ciudad"" enfrente del edificio.  <br /> <br />En la casa hay 3 habitaciones: <br />Hab. 1 y 2: Las habitaciones tienen vistas al mar y a la ciudad, wifi, escritorio, biblioteca, cama de 90 cm. y 135 cm., closet. Comparten baño. <br />Hab. 3: Vistas al mar, a la montaña y a la ciudad. Wifi, escritorio, biblioteca, cama de 220 cm. por 200 cm., vestidor y baño privado ",Esta muy cerca de la playa y de un paseo maritimo con muchas comodidades.<br />Un parque enorme pulmon de la ciudad.<br />Comercios de todo tipo.<br />Restaurantes y pubs.<br />Supermercados.,3798354,within a day,80%,50%,f,t,f,Private room in rental unit,Private room,4,1.0,1.0,$30.00,2,1125,3,3.0,3.0,3.33,3.67,4.33,4.0,3.0,t
488,2543688,Downtown Apartment.,"Newly  renovated flat just a 10 mins walk from the town centre.<br />Situated on a hill, to reach it on foot you'd use a long set of stairs, or walk up the road.<br /> All Malaga has to offer just a walk away in this clean, sunny, quirky little home.<br />Seafront is easy to reach too.<br /><br />A real Gem!.<br /><br /><b>The space</b><br />Newly renovated flat in a quiet residential area just 10 mins walk from Picasso¨s home;  (Plaza de la Merced).<br />Bedrooms are comfortable; main one  with stylish double bed & the second bedroom with one single bed.<br /> A lovely light bedroom which can either be left as a single bedroom.<br />We can also provide baby cot & baby bath upon request. (we charge a fee of 10 euros for the whole stay).<br />Sofa Bed in the lounge.<br />The kitchen has a microwave, vitro, fridge freezer, and a fold down table with beautiful mountain view. <br />Lounge: Wifi access, books.<br />Urban Terrace.<br />Guest will be provided with towels, bedding, hairdryer, ","The flat is in a quiet street close to the historic centre of Malaga & the beach.<br />The neighbourhood is full of coffe shops, restaurants, tapas bar, pharmacy, beauty salons, ice cream parlour, atm machines & much more…<br />We´re just a few minutes walk from the well know Iglesia de la Victoria.",6429584,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,4.0,$60.00,2,1125,39,4.32,4.46,4.34,4.61,4.89,4.11,4.22,f
489,2595719,Penthouse Old town/Private terrace,Penthouse in city center with private terrace. Only 5 minutes walking from Malagueta Beach.<br />In the heart of Málaga (very quiet area). Insulated windows.<br />Wifi.<br />Wide private terrace with all kind of furniture to have a lunch or relax.<br /><br /><b>The space</b><br />- Wifi High Speed Fiber<br />- TV Cable and DVD<br />- Air Conditioning<br />-Pets allowed<br /><br /><b>Other things to note</b><br />Cleaning the apartment is included but you should take out the garbage.<br /><br /><b>License number</b><br />CTC-201646277,"The apartment is very well located. Historical center of Malaga. Very close  from square of La Merced, where Picasso was born.<br />The apartment is located in a walkways. it's very quiet.<br /><br />There are many shops, supermarkets, bars and restaurants around.<br /><br />You can rent bikes at the Plaza de la Merced, a few steps from the apartment.<br /><br />-The Malagueta beach is only a 10 minutes walking from the apartment. The Roman Theatre, the Picasso Museum, Thyssen Museum and the Larios shopping street are very near.",13290857,,,100%,f,t,t,Entire rental unit,Entire home/apt,4,1.0,2.0,$71.00,3,1125,65,4.71,4.89,4.8,4.78,4.77,4.85,4.74,t
490,4815312,"Penthouse, Marqués de Guadiaro","Modern and bright penthouse, 2 rooms with private bathrooms. The living room has double sofa bed with chaise longue, flat-screen TV and fully equipped kitchen. Terrace overlooking the Alcazaba, Gibralfaro Castle and the Cathedral.<br /><br /><b>The space</b><br />These bright, modern penthouses come with free Wi-Fi, 1 bedroom including a double bed and a single bed, and 1 bedroom with two single beds. Both of the bedrooms include a private bathroom. There is a lounge with a double sofa bed and a flat-screen TV, and the kitchen is equipped with a microwave, fridge and washing machine. Towels and bed linen are provided.<br /><br />This apartment has a furnished terrace with views of La Alcazaba, Gibralfaro Castle, and the Cathedral.<br /><br /><b>Guest access</b><br />Covid-19 protocol.<br />Health and safety measures<br /><br />Prior to arrival, the apartment will have been treated with an ozone machine to remove bacteria and viruses. In public areas there are hydroalcoholic gel dispens","The penthouse is located in the heart of Málaga city, 150 meters from the Plaza de la Merced and 200 meters from the Picasso Museum.<br />At 100 meters from the apartment you can find a supermarket and many bars and restaurants. In addition, the studio is 350 meters from Constitution Square and the Málaga Cathedral.<br />Larios Street, Malaga’s main shopping street, is a 5-minute walk from the Marqués de Guadiaro . There are also Arab Baths, 50 metres away.<br />The studio is at 15 minutes walk from the La Malagueta beach, 15 minutes drive from Malaga airport and 30 meters from a car park.",23613433,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,6,2.0,6.0,$166.00,2,1124,42,4.17,4.43,4.37,4.57,4.49,4.78,4.17,t
491,4834559,"Apartment balcony (2A), Mar y Arte","The apartment is located in the heart of the city of Málaga, 150 meters from the Plaza de la Merced and 200 meters from the Picasso Museum. It has 1 double bedroom, a living room with TV and sofa bed, kitchen, bathroom with shower and 2 balconies.<br /><br /><b>The space</b><br />The apartment is located in the heart of the city of Málaga, 150 meters from the Plaza de la Merced and 200 meters from the Picasso Museum. It has 1 double bedroom, a living room with TV and sofa bed, kitchen, bathroom with shower and 2 balconies.<br /><br /><b>Guest access</b><br />Covid-19 protocol.<br />Health and safety measures<br /><br />Prior to arrival, the apartment will have been treated with an ozone machine to remove bacteria and viruses. In public areas there are hydroalcoholic gel dispensers, disinfecting and drying mats. Cleaning of apartments and common areas uses liquids and products indicated for disinfection and treatment against Covid-19. Professional steamer is used at very high temperatur","El Apartamento Mar y Arte is located in the heart of Málaga city, 150 meters from the Plaza de la Merced and 200 meters from the Picasso Museum.<br />At 100 meters from the apartment you can find a supermarket and many bars and restaurants. In addition, the studio is 350 meters from Constitution Square and the Málaga Cathedral.<br />Larios Street, Malaga’s main shopping street, is a 5-minute walk from the Marqués de Guadiaro . There are also Arab Baths, 50 metres away.<br />The studio is at 15 minutes walk from the La Malagueta beach, 15 minutes drive from Malaga airport and 30 meters from a car park.",23613433,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,2,1.0,1.0,$78.00,2,1124,56,4.05,4.45,4.46,4.36,4.48,4.64,4.22,t
492,4834767,"Apart. sup. con balcón, Mar y Arte","Apartamento Mar y Arte is located in the heart of Malaga city, 150 metres from Plaza de la Merced and 200 metres from the Picasso Museum. It has 1 double bedroom, a living room with TV and sofa bed, kitchen, bathroom with shower and balconies.<br /><br /><b>The space</b><br />Mar y Arte Apartamentos is located in the centre of Malaga, in Plaza Uncibay and 400 metres from the Picasso and Thiessen Museums. These modern apartments offer city views and free Wi-Fi.<br />Located in an eighteenth-century building, the apartments have attractive décor, heating and fan. The living room has a sofa bed and a flat-screen TV, while the kitchenette with a microwave, fridge, toaster, kettle, coffee machine and electric stove.<br />It also has a French balcony, which offer spectacular views of the Holy Week processions of Malaga.<br />A variety of bars, cafes and restaurants can be found in the old case. Malaga's Maritime is a 10-minute walk away and the cathedral is 300 metres away.<br /><br /><b>Gue",,23613433,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,4,1.0,1.0,$100.00,2,1124,5,3.4,4.6,4.2,4.6,4.6,4.4,3.6,t
493,4842824,Modern apartment in city centre. StaySAFE,"EnjoyCostadelSol apartments are holiday homes located in the historic center of Malaga. This apartment is located at Alamos street number 17,  less than 4 minutes to any city attraction and about 10 minutes walking to the beach (La Malagueta). Our apartments have been decorated thinking of your comfortable stay for a few days in our city  <br />Registration Number: VFT/MA/01799<br /><br /><b>The space</b><br />Our apartment is fully equipped (air-conditioning, heating, plasma TV, microwave, toaster, hair dryer, iron, washing machine, kettle, bed linen and towels included, etc) just to make you feel at home. Services as cleaning and free internet access are included in our rates. There is a separated bedroom with a double bed and a big wardobre, a dinning room with a double sofa-bed 140 x 200 cms, big windows for dinning room, bedroom and kitchen. 53 m2 total surface in a modern building from 2010.<br />Actually we own two apartments (Alamos I and Alamos II) which are ""twin apartments"" ","Quiet area, building has been intelligent constructed where flats are separated from main street to avoid noise.",24922657,within an hour,100%,98%,f,t,t,Entire rental unit,Entire home/apt,4,1.0,2.0,$75.00,7,35,106,4.44,4.41,4.46,4.77,4.86,4.95,4.56,t
494,730431,SPACE WITH GOOD HARMONY AND PEACE,"<b>The space</b><br />Floor with lots of light, all views to the sea and the mountains. 400 meters from the beach. Transportation: towards the center, towards Fuengirola, to Teatinos (soon Metro) all 200 meters. 15 mts walk downtown. along the promenade. Neighborhood with shops, supermarkets, restaurants and pubs. Parque del Oeste ""Great lungs of the city"" in front of the building.  <br /> <br />The house has 3 bedrooms:  <br /> <br />Room 1 and 2: The rooms overlook the sea and the city, wifi, desk, bookcase, bed 90 cm. (1) and 135 cm. (2), closet. Shared bathroom.  <br />Room 3: Sea, mountain and city views. Wifi, desk, bookcase, bed of 220 cm. by 200 cm., dressing room and private bath with whirlpool tub.  <br />The house has a large living room with views, tv and dvd. Great views of the sea and the mountain. Sense of infinity. Place bamboo furniture, wood and fabric, plants, stones, incense.  <br />The kitchen is fully equipped including you can eat in the kitchen itself. Seaview. ",,3798354,within a day,80%,50%,f,t,f,Private room in rental unit,Private room,3,3.0,3.0,$30.00,3,1125,10,4.5,4.4,3.8,4.9,4.8,4.7,4.5,f
495,4857448,Unique 1 bedroom in Malaga's city centre,"Elegant luxury apartment is strategically located next to Malaga's Cathedral and the Roman Theatre.<br /><br /><b>The space</b><br />Situated on a second floor, as you can see from the pictures the building is new and marvelous with marble stairs and columns as well as a large inner patio which allows you to rest without any street noises. The Apartment offers the comforts of modern amenities in a classic and traditional old quarter building. <br /><br />The property is 60 m2 and decorated with stylish contemporary design furniture and its walls feature art work from local artists.<br /><br />The dinning area and the living room are cozy and homey at the same time: a comfortable designer sofa bed and armchair,  a custom made dinning wooden table… everything is there to make you feel at home! You can sit there and just enjoy the beauty of the design of the room.<br /><br />The kitchen area is elegant and fully equipped: all electric, it features ceramic hob, oven, microwave, fridge and ","The proximity to La Malagueta also makes it very easy to get our local beach! The boutiques from Calle Larios, the Picasso and Thyssen Museums (and the Pompidou, opening in 2015), the Echegaray and Cervantes Theaters, and the Muelle 1 (piers next to the sea) with its restaurants and shops are just minutes away by foot from Cister.",24988780,within a day,90%,68%,t,t,f,Entire rental unit,Entire home/apt,3,1.0,1.0,$103.00,4,110,107,4.91,4.93,4.84,4.92,4.93,5.0,4.85,f
496,2647541,Beautiful single-villa private pool,"1,700 m2 beautiful villa: private pool, barbecue and quiet garden. Ideal for your holidays. Two bedrooms with double bed and ensuite bathroom and the other with 2 single beds and bathroom. 15 minutes from downtown and the beach. Very quiet.<br /><br /><b>The space</b><br />A house in exclusive quiet villas in Málaga. With a garden of 1,700 m2 for walks, play badminton, a barbecue ... Large swimming pool with sun beds and umbrellas. Terrace on the porch and hammock hanging ... You can park your car in the same gateway. Ideal for a week of rest. A 15-minute drive from downtown and the beach.<br /><br /><b>Guest access</b><br />Pool, BBQ, porch, deck chairs, parasol, garden furniture, lounge, dining room and fully equipped kitchen (oven, refrigerator, microwave and new dishwasher). 52 inch TV, stereo, wifi and Canal + TV. The double rooms have bathroom inside.<br /><br /><b>Other things to note</b><br />Malaga has an enviable climate all 12 months of the year. This home can be a good plac",Tranquility. In the midst of nature. Privacy of home and garden.,13555160,within a few hours,100%,92%,t,t,t,Entire home,Entire home/apt,6,3.0,4.0,$256.00,4,365,99,4.93,4.92,4.89,4.98,4.97,4.71,4.82,f
497,2662161,Beach apartment with Breathtaking seaviews,"Apto. 115m in Malaga, located in Villa with two independent apartments (ground floor with direct access to garden). Near the beach and town, with breathtaking sea views, enjoy 3 pools Club, padel and tennis courts.<br />LEGAL APARTMENT WITH REGISTER NUMBER: VFT/MA/01849<br /><br /><b>The space</b><br />Magnificent apartment 115 meters located in villa with two independent apartments (Rent the ground floor with direct access to the garden, everything you see in the photographs´  house is for the exclusive use of the tenants except the entrance to the plot which is shared) situated in the best housing state of Malaga (Urb. El Candado), with spectacular seaviews over the Malaga´s Bay, 600 meters far from the beach. (With internet access - free Wi-Fi and satellite TV channels in English, German, French ... etc).<br /><br />It has 2 bedrooms, large living room, fitted kitchen, 2 bathrooms. Beautiful garden 500m + 100m terrace, equipped with all necessary garden furniture and a BBQ to enjoy ","One of the best urbanizations in Malaga with many trees, stunning views and maximum tranquility without noise. Very close to the fishermen's neighborhood of Pedregalejo and El Palo where you can enjoy the best restaurants by the sand on the beach.",13627093,within a few hours,100%,96%,t,t,t,Entire rental unit,Entire home/apt,5,2.0,5.0,$130.00,7,60,51,4.86,4.94,4.94,4.92,4.94,4.76,4.8,f
498,2707835,Cheap Room Plaza Merced A,"Habitaciónes disponible situado en plena Plaza de la Merced. En el bloque donde nació Picasso. Vistas de las procesiónes desde los balcones del salon.<br /><br /><b>The space</b><br />Rooms for rent on the Plaza de la Merced. Excellent location in the heart of the city with beach and culture on your doorstep. Historic building overlooking the square; a great place to relax and take in the sun.<br /><br />The apartment is located in the middle of one of the main squares in Málaga, the Plaza de la Merced, where you find loads of bars, cafes, restaurants and a great atmosphere. The ideal place for a coffee or if you want to head out and start the night.  The apartment holds six separate bedrooms. Also there is a lounge, kitchen and a bathroom which are shared.<br /><br /><b>Guest access</b><br />Basically everything in the common areas you can see you can use. There is a TV in the living room; the kitchen holds a washing machine, fridge and dishwasher. Food in the kitchen and in the fridg","The apartment is close to all points of interest in the city like the Alcazaba, the Roman Theatre, the Cathedral as well as most museums. The beach is reachable in 10 minutes by foot. There are many bars, restaurants and cafés here on the square and there is a supermarket just around the corner which is open from 9am till 9pm (not closed for siesta). You can also find a mini market just off the square for fresh fruit and vegs.",6478123,within an hour,100%,93%,f,t,t,Private room in rental unit,Private room,2,1.0,1.0,$25.00,1,1125,208,4.43,4.51,4.04,4.53,4.64,4.87,4.43,f
499,2732268,HABITACIÓN DOBLE EN APARTAMENTO FAMILIAR,"Piso amplio, completamente reformado, todo nuevo, con magníficas vistas de toda la ciudad, totalmente amueblado y de muy buenas calidades, muy luminoso, y con 3 habitaciones.<br />A 2 minutos de la playa y del centro histórico.<br /><br /><b>Guest access</b><br />A su habitación y a las zonas comunes<br /><br /><b>License number</b><br />VFT/MA/30893",Está muy bien situado por que está tanto al lado del centro de Málaga como de la playa,13983300,,,0%,f,t,t,Private room in home,Private room,2,1.0,2.0,$50.00,3,15,8,4.63,4.38,5.0,4.75,4.88,4.0,4.5,f
500,11547,My home at the beach,"Sun, joy, relax, quality, beach & peace.<br />If you are looking for those valuable and precious things in live, this is your place..<br /><br /><b>The space</b><br />It´s a nice refurnished apartment  with 50 sq. meters above the mediterranean sea with one  bedroom, living room, TV, A/C, full equiped kitchen ( oven, refrigerator, coffe maker)nice balcony to the beach. It´s has private access to the beach and a big  pool.<br />Right in the middle of beach parks and walking distance to dining, nightlife, grocery!!!<br /> Perfect for your holidays. Minimum stay 5 nights.<br />If you  are interested or need any extra service at it don´t hesitate to contact me.",,42942,within a day,100%,92%,f,t,t,Entire rental unit,Entire home/apt,2,1.0,1.0,$125.00,7,1125,124,4.83,4.92,4.6,4.93,4.93,4.8,4.78,f
501,69998,COZY HIDEAWAY  LOFT... MI AMOR...,"Perfect place to escape for a few days of peace and harmony...<br />2016 we received 122 honeymoons... in our fantastic and romantic apartment. It is always wonderful to offer fabulous moments and make them much more special. The days! you were waiting...<br /><br /><b>The space</b><br />Cozy loft... mediterranean essence hideaway is located in the shops and restaurants area...looking at one of the quietest and character squares of the city ... in a quiet corner ( soho-chic bohemian neighborhood of the city of Palma de Mallorca ) ... 10 minutes from the beach with two of the best (beach clubs) of palma area!! ... (ANIMAbeach) and (NASSAUbeach) with sun loungers... to enjoy a few days of relaxation in the bay of the city .....  The Refuge ground floor loft, although slightly below street level, is flooded with sunlight through large windows on all sides. It is tastefully decorated and romantic with attention to every little detail. You have a small  ¨chill out¨... at the entrance to enj",( soho-chic bohemian neighborhood of the city of palma de mallorca ),353156,within a few hours,100%,100%,t,t,t,Entire loft,Entire home/apt,2,1.0,1.0,$130.00,3,90,237,4.94,4.92,4.93,4.94,4.96,4.88,4.79,f
502,106833,Villa with a big pool in Mallorca,"<b>The space</b><br />This is a restored old building situated in the countryside village of Sant Llorenç des Cardassar. From the house you will have easy access to the best beaches in the northeast of the island of Mallorca. The House has been completely restored maintaining the charm of the old cottages of Mallorca. It has a large pool terrace and a large garden equipped with sunbeds, umbrellas, shower and shade areas under the trees around it. It has a fully equipped kitchen with dishwasher and all necessary appliances for a pleasant holiday. The dining room, located just off the kitchen, living room and the vaulted ceiling have natural stone walls and a wood stove to give it a wonderfully warm and welcoming. The master bedroom is very bright. The ground floor has 3 single beds, ideal for children 1/2/3. An open staircase leads upstairs where there is a double bed. By building open, sleeping compartments are not separated by doors, and therefore more suitable for a family. The house",,551974,within a day,100%,78%,f,t,t,Entire villa,Entire home/apt,4,2.0,4.0,$200.00,5,365,12,4.92,4.83,4.83,4.92,5.0,4.58,4.67,f
503,159218,Farmhouse in Nature -ET-3025,"We are strong supporters of sustainable tourism, we must take care that Nature suffers minimal impact by the hand of man.<br /><br />.Last minute offer!<br />Days 18 to 26 December at €70 per night<br /><br /><b>The space</b><br />Welcome to our picturesque rural villa in the valley of Tramuntana Mountains and enjoy Mallorca with a difference!<br /><br /><br /><br /><br />- Location of the villa<br /><br />Our villa is located in the countryside, most precisely in the rural area of well-known Inca, Mallorcas famous leather town and 30 minutes drive to Palma's International Airport. It is also situated 2km from Selva, a very charming mallorcan town and 2km from Mancor de la Vall, an enchanted small town both of them situated in the Valley of Tramuntana Mountains. This breathtaking scenery is one of the greatest marvels of Mallorca Island, a very beautiful and relaxing place for those interested in meaningful holidays within the essence of Mallorca's nature and culture.<br /><br />The vi",,763897,within an hour,100%,100%,t,t,t,Entire villa,Entire home/apt,3,1.0,2.0,$73.00,4,365,326,4.91,4.88,4.93,4.96,4.94,4.8,4.76,t
504,166820,Guest House with Great sea views - Principal Room,"<b>The space</b><br />Description:<br />Es Camp in Mallorca is located on the hills of Banyalbufar - an ideal starting point for hiking, trekking, fishing and diving. The property boasts amazing views of the Mediterranean sea and the Serra de Tramuntana mountain range, which in June 2011 was listed by UNESCO as an area of great Physical and Cultural significance. Es Camp B&B in Mallorca is an excellent destination for both relaxed and adventure holidays. The friendly welcome, comfortable rooms, delicious meals and stunning views will ensure a memorable stay. There are four rooms available, two of which have private bathrooms. Wi-Fi - free of charge.<br /><br />Note: Prices shown do not include breakfast. <br /><br />Accommodation.-<br /><br />BedRoom Principal- Double or Single room with a large bed convertible in 2 single beds (23,5 m2) and private bathroom. Sea View. Fan, Desk, Heating.<br /><br />Kitchen: (35 m2). Guests may use the refrigerator for their own food or drinks. The use",,794829,within an hour,100%,99%,f,t,t,Private room in home,Private room,2,1.0,1.0,$74.00,1,365,250,4.7,4.79,4.39,4.92,4.93,4.96,4.65,t
505,178456,"Apartment 50m from beach in Alcudia Port, MALLORCA","Nice apartment in Port d'Alcúdia, just a minute walk from the beach.<br /><br />Bright place with traditional Majorcan style decor. <br />Two bedrooms and big living room, with large terraces.<br /><br />Fully equipped.<br />Bed linen and towels (bath, as well as beach) are included.<br />Also beach accessories (like hammocks or umbrellas), as well as toys for children.<br /><br />It has everything you need to spend a few days (full kitchen with all kinds of accessories, oven, microwave, dishwasher, washing machine).<br /><br />Very well located.<br /><br /><b>The space</b><br />Fully equiped apartment with 2 complete bedrooms (with double bed) / 1 bathroom recently renovated / 1 large living room with big sofa / complete kitchen with all kind of accessories and appliances / big terraces).<br /><br />Very well located:<br />- 50m. from the best beach in the north of Mallorca: Port d'Alcúdia.<br />- 50m. from the big lake.<br />- Less than 3 km. from s'Albufera (the only protected natur","Neighborhood with all kinds of amenities (as well as supermarket, pharmacy, bus, bicycle rental, shops, bakery, bars, newspapers, gas station, gift shops...)<br /><br />Just crossing the street, a few meters away, one of the best beaches in Mallorca.<br />On the other hand, and a few meters on the same street as the apartment, the beautiful and large lake, which runs along the entire side of the area. Lovely setting, perfect for excursions in velomar, for fishing, for a walk.",804167,within a few hours,100%,100%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,2.0,$90.00,3,120,53,4.42,4.58,4.6,4.79,4.74,4.58,4.4,t
